New Rank,Previous Rank,Name,Company,Category,Link,Reason,Date stamp
301,387,Funimation,Funimation,IOS Free,https://www.appannie.com/apps/ios/app/funimationnow/details/,Rank gainer,2020-06-29 18:52:23
302,355,SONIC Drive-In,Sonic Drive-In,IOS Free,https://www.appannie.com/apps/ios/app/sonic-drive-in/details/,Rank gainer,2020-06-29 18:52:25
304,405,Chewy - Where Pet Lovers Shop,Chewy,IOS Free,https://www.appannie.com/apps/ios/app/chewy-pet-food-at-prices-youll-love/details/,Rank gainer,2020-06-29 18:52:26
310,325,Agensee,Path,IOS Free,https://www.appannie.com/apps/ios/app/agensee/details/,Rank gainer,2020-06-29 18:52:28
311,391,Block Puzzle - Brain Games,DailyInnovation,IOS Free,https://www.appannie.com/apps/ios/app/cube-block-classic-puzzle/details/,Rank gainer,2020-06-29 18:52:29
315,394,Х-VРN - Unlimitеd Sесuritу,Simonex Group LLP,IOS Free,https://www.appannie.com/apps/ios/app/d185-vd180n-unlimitd0b5d-sd0b5d181uritd183/details/,Rank gainer,2020-06-29 18:52:31
318,392,Sniper 3D: Gun Shooting Games,Wildlife Studios,IOS Free,https://www.appannie.com/apps/ios/app/sniper-3d-assassin-shoot-to/details/,Rank gainer,2020-06-29 18:52:32
319,335,The Cook - 3D Cooking Game,SayGames,IOS Free,https://www.appannie.com/apps/ios/app/the-cook/details/,Rank gainer,2020-06-29 18:52:34
320,339,Forever 21,Forever 21,IOS Free,https://www.appannie.com/apps/ios/app/forever-21/details/,Rank gainer,2020-06-29 18:52:35
324,377,Popeyes®,Popeyes Louisiana Kitchen,IOS Free,https://www.appannie.com/apps/ios/app/popeyesr/details/,Rank gainer,2020-06-29 18:52:36
326,395,The Sims™ Mobile,Electronic Arts,IOS Free,https://www.appannie.com/apps/ios/app/the-simstm-mobile/details/,Rank gainer,2020-06-29 18:52:38
327,378,VPN - Super Unlimited Proxy,Mobile Jump,IOS Free,https://www.appannie.com/apps/ios/app/vpn-super-unlimited-proxy/details/,Rank gainer,2020-06-29 18:52:39
328,372,Co–Star Personalized Astrology,Co-Star Astrology Society,IOS Free,https://www.appannie.com/apps/ios/app/co-star/details/,Rank gainer,2020-06-29 18:52:41
330,408,Clash Royale,Supercell,IOS Free,https://www.appannie.com/apps/ios/app/clash-royale/details/,Rank gainer,2020-06-29 18:52:42
334,393,Headspace: Meditation & Sleep,Headspace,IOS Free,https://www.appannie.com/apps/ios/app/headspacecom-meditation-mindfulness/details/,Rank gainer,2020-06-29 18:52:44
335,370,AMAZE!!!,Crazy Labs,IOS Free,https://www.appannie.com/apps/ios/app/amaze-5/details/,Rank gainer,2020-06-29 18:52:45
339,422,H&M - we love fashion,H&M,IOS Free,https://www.appannie.com/apps/ios/app/h-m-app/details/,Rank gainer,2020-06-29 18:52:46
342,433,Little Caesars,Little Caesars,IOS Free,https://www.appannie.com/apps/ios/app/little-caesars-pizza/details/,Rank gainer,2020-06-29 18:52:48
343,439,Sam's Club,Walmart,IOS Free,https://www.appannie.com/apps/ios/app/sams-club-2/details/,Rank gainer,2020-06-29 18:52:49
347,423,Stash: Banking & Investing App,Stash Invest,IOS Free,https://www.appannie.com/apps/ios/app/stash-invest/details/,Rank gainer,2020-06-29 18:52:51
349,496,VPN Pro - anonymity & security,AppHouse,IOS Free,https://www.appannie.com/apps/ios/app/vpn-pro-anonymity-security/details/,Rank gainer,2020-06-29 18:52:52
350,374,Scrabble® GO - New Word Game,Scopely,IOS Free,https://www.appannie.com/apps/ios/app/spelling-games-2/details/,Rank gainer,2020-06-29 18:52:54
352,375,Realtor.com Real Estate Search,Move Inc,IOS Free,https://www.appannie.com/apps/ios/app/336698281/details/,Rank gainer,2020-06-29 18:52:56
353,434,DHgate-Online Wholesale Stores,DHgate.com,IOS Free,https://www.appannie.com/apps/ios/app/dhgate-wholesale-marketplace-factory-direct-shopping/details/,Rank gainer,2020-06-29 18:52:58
356,403,Wattpad - Read & Write Stories,Wattpad,IOS Free,https://www.appannie.com/apps/ios/app/wattpad-free-books-ebook-reader/details/,Rank gainer,2020-06-29 18:52:59
363,472,Bake it,Kwalee,IOS Free,https://www.appannie.com/apps/ios/app/bake-it/details/,Rank gainer,2020-06-29 18:53:01
366,447,Roku Remote Control,TV Cast,IOS Free,https://www.appannie.com/apps/ios/app/roki-roku-remote/details/,Rank gainer,2020-06-29 18:53:02
368,414,Gacha Life,Lunime,IOS Free,https://www.appannie.com/apps/ios/app/gacha-life/details/,Rank gainer,2020-06-29 18:53:04
369,379,My Home - Design Dreams,Zenjoy,IOS Free,https://www.appannie.com/apps/ios/app/my-home-design-dreams/details/,Rank gainer,2020-06-29 18:53:05
370,383,Minion Rush,Gameloft,IOS Free,https://www.appannie.com/apps/ios/app/despicable-me-minion-rush/details/,Rank gainer,2020-06-29 18:53:07
374,413,Fun Race 3D,Good Job Games,IOS Free,https://www.appannie.com/apps/ios/app/slippy-road/details/,Rank gainer,2020-06-29 18:53:09
377,468,Tile Master - Classic Match,Boke,IOS Free,https://www.appannie.com/apps/ios/app/tile-master-classic-match/details/,Rank gainer,2020-06-29 18:53:11
379,415,Ulta Beauty: Makeup & Skincare,ULTA,IOS Free,https://www.appannie.com/apps/ios/app/ulta/details/,Rank gainer,2020-06-29 18:53:12
381,425,ZEDGE™ Wallpapers,Zedge,IOS Free,https://www.appannie.com/apps/ios/app/zedge-wallpapers/details/,Rank gainer,2020-06-29 18:53:14
384,397,iMovie,Apple,IOS Free,https://www.appannie.com/apps/ios/app/imovie/details/,Rank gainer,2020-06-29 18:53:15
387,399,Vinkle - Music Video Maker,Big Head Brothers,IOS Free,https://www.appannie.com/apps/ios/app/dupa-wishvideo/details/,Rank gainer,2020-06-29 18:53:17
390,430,PS4 Remote Play,Sony,IOS Free,https://www.appannie.com/apps/ios/app/ps4-remote-play/details/,Rank gainer,2020-06-29 18:53:18
391,404,Lucky Plinko 2,Shapekeeper,IOS Free,https://www.appannie.com/apps/ios/app/lucky-plinko-2/details/,Rank gainer,2020-06-29 18:53:20
393,409,NERF Epic Pranks!,Homa,IOS Free,https://www.appannie.com/apps/ios/app/shoot-my-boss/details/,Rank gainer,2020-06-29 18:53:21
394,463,Animal Crossing: Pocket Camp,Nintendo,IOS Free,https://www.appannie.com/apps/ios/app/animal-crossing-pocket-camp/details/,Rank gainer,2020-06-29 18:53:23
396,482,Color Rope,Bigger Games,IOS Free,https://www.appannie.com/apps/ios/app/color-rope/details/,Rank gainer,2020-06-29 18:53:24
403,428,Fishbrain - Fishing App,FishBrain,IOS Free,https://www.appannie.com/apps/ios/app/fishbrain-social-fishing-forecast/details/,Rank gainer,2020-06-29 18:53:25
404,418,Block! Hexa Puzzle™,BitMango,IOS Free,https://www.appannie.com/apps/ios/app/block-hexa-puzzle/details/,Rank gainer,2020-06-29 18:53:27
406,465,Vudu - Movies & TV,VUDU,IOS Free,https://www.appannie.com/apps/ios/app/vudu-player-movies-tv/details/,Rank gainer,2020-06-29 18:53:28
410,426,Photoshop Express Photo Editor,Adobe,IOS Free,https://www.appannie.com/apps/ios/app/adobe-photoshop-express/details/,Rank gainer,2020-06-29 18:53:30
436,451,PrettyLittleThing,PrettyLittleThing,IOS Free,https://www.appannie.com/apps/ios/app/pretty-little-thing/details/,Rank gainer,2020-06-29 18:53:31
437,484,Helix VPN - Safety Assured,"Net, LLC",IOS Free,https://www.appannie.com/apps/ios/app/helix-vpn-safety-assured/details/,Rank gainer,2020-06-29 18:53:33
439,494,Words With Friends 2 Word Game,Zynga,IOS Free,https://www.appannie.com/apps/ios/app/new-words-with-friends/details/,Rank gainer,2020-06-29 18:53:34
445,459,KineMaster - Video Editor,KineMaster,IOS Free,https://www.appannie.com/apps/ios/app/kinemaster/details/,Rank gainer,2020-06-29 18:53:36
451,492,Raft Survival - Ocean Nomad,Treastone,IOS Free,https://www.appannie.com/apps/ios/app/raft-vyzhivanie-na-plotu/details/,Rank gainer,2020-06-29 18:53:38
470,498,YouTube TV,Google,IOS Free,https://www.appannie.com/apps/ios/app/youtube-tv-watch-dvr-live-sports-shows-news/details/,Rank gainer,2020-06-29 18:53:39
5,20,NBA 2K20,2K Games,IOS Paid,https://www.appannie.com/apps/ios/app/nba-2k20/details/,Rank gainer,2020-06-29 18:53:40
22,204,Die With Me,Dries Depoorter,IOS Paid,https://www.appannie.com/apps/ios/app/die-with-me/details/,Rank gainer,2020-06-29 18:53:42
29,39,Pou,Zakeh,IOS Paid,https://www.appannie.com/apps/ios/app/pou/details/,Rank gainer,2020-06-29 18:53:44
30,83,Superimpose,Pankaj Goswami,IOS Paid,https://www.appannie.com/apps/ios/app/superimpose-2/details/,Rank gainer,2020-06-29 18:53:45
37,73,Scribblenauts Remix,Warner Bros,IOS Paid,https://www.appannie.com/apps/ios/app/scribblenauts-remix/details/,Rank gainer,2020-06-29 18:53:47
40,70,Five Nights at Freddy's 4,"Clickteam, LLC",IOS Paid,https://www.appannie.com/apps/ios/app/1023146677/details/,Rank gainer,2020-06-29 18:53:48
45,55,Stardew Valley,Chucklefish,IOS Paid,https://www.appannie.com/apps/ios/app/stardew-valley/details/,Rank gainer,2020-06-29 18:53:53
55,358,The Room: Old Sins,Fireproof Games,IOS Paid,https://www.appannie.com/apps/ios/app/1286676015/details/,Rank gainer,2020-06-29 18:53:55
56,114,Mirror for Roku - AirBeamTV,AirBeamTV BV,IOS Paid,https://www.appannie.com/apps/ios/app/mirror-for-roku/details/,Rank gainer,2020-06-29 18:53:56
59,108,Board Games Collection,Marmalade,IOS Paid,https://www.appannie.com/apps/ios/app/board-games-collection-2/details/,Rank gainer,2020-06-29 18:53:57
61,94,WaterMinder®,Funn Media,IOS Paid,https://www.appannie.com/apps/ios/app/waterminder-water-hydration/details/,Rank gainer,2020-06-29 18:53:59
63,88,Five Nights at Freddy's 3,"Clickteam, LLC",IOS Paid,https://www.appannie.com/apps/ios/app/five-nights-at-freddys-3/details/,Rank gainer,2020-06-29 18:54:00
64,90,FiLMiC Pro－Video Camera,FiLMiC,IOS Paid,https://www.appannie.com/apps/ios/app/filmic-pro-2-3/details/,Rank gainer,2020-06-29 18:54:02
65,143,Scribblenauts Unlimited,Warner Bros,IOS Paid,https://www.appannie.com/apps/ios/app/scribblenauts-unlimited/details/,Rank gainer,2020-06-29 18:54:03
66,80,Flick Home Run !,Infinity Pocket,IOS Paid,https://www.appannie.com/apps/ios/app/flick-home-run-!/details/,Rank gainer,2020-06-29 18:54:05
72,96,Ticket to Ride - Train Game,Asmodee,IOS Paid,https://www.appannie.com/apps/ios/app/ticket-to-ride/details/,Rank gainer,2020-06-29 18:54:06
73,103,Papa's Burgeria To Go!,Flipline,IOS Paid,https://www.appannie.com/apps/ios/app/papas-burgeria-to-go/details/,Rank gainer,2020-06-29 18:54:07
77,93,Grand Theft Auto: The Trilogy,Rockstar Games,IOS Paid,https://www.appannie.com/apps/ios/app/grand-theft-auto-the-trilogy/details/,Rank gainer,2020-06-29 18:54:09
79,101,Screen Mirroring+ for Fire TV,2kit Consulting,IOS Paid,https://www.appannie.com/apps/ios/app/tv-mirror-for-fire-tv-screen/details/,Rank gainer,2020-06-29 18:54:10
82,182,Hitman Sniper,SQUARE ENIX,IOS Paid,https://www.appannie.com/apps/ios/app/hitman-sniper/details/,Rank gainer,2020-06-29 18:54:12
85,215,Papa's Cheeseria To Go!,Flipline,IOS Paid,https://www.appannie.com/apps/ios/app/papas-cheeseria-to-go/details/,Rank gainer,2020-06-29 18:54:13
87,119,Kepler Attack,Red Sprite Studios,IOS Paid,https://www.appannie.com/apps/ios/app/kepler-attack/details/,Rank gainer,2020-06-29 18:54:14
89,151,Need for Speed™ Most Wanted,Electronic Arts,IOS Paid,https://www.appannie.com/apps/ios/app/need-for-speed-most-wanted-2/details/,Rank gainer,2020-06-29 18:54:16
90,110,Star Wars™: KOTOR,Aspyr,IOS Paid,https://www.appannie.com/apps/ios/app/star-wars-knights-old-republic-2/details/,Rank gainer,2020-06-29 18:54:17
94,165,Papa's Scooperia To Go!,Flipline,IOS Paid,https://www.appannie.com/apps/ios/app/papas-scooperia-to-go/details/,Rank gainer,2020-06-29 18:54:19
95,155,FL Studio Mobile,Image Line,IOS Paid,https://www.appannie.com/apps/ios/app/fl-studio-mobile-hd/details/,Rank gainer,2020-06-29 18:54:20
98,157,Sunday Lawn,Donut Games,IOS Paid,https://www.appannie.com/apps/ios/app/sunday-lawn/details/,Rank gainer,2020-06-29 18:54:22
105,219,Papa's Pancakeria To Go!,Flipline,IOS Paid,https://www.appannie.com/apps/ios/app/papas-pancakeria-to-go/details/,Rank gainer,2020-06-29 18:54:23
111,178,MarineTraffic - Ship Tracking,MarineTraffic,IOS Paid,https://www.appannie.com/apps/ios/app/marinetraffic-ships-wind/details/,Rank gainer,2020-06-29 18:54:25
112,128,RollerCoaster Tycoon® Classic,Atari,IOS Paid,https://www.appannie.com/apps/ios/app/rollercoaster-tycoon-classic/details/,Rank gainer,2020-06-29 18:54:26
115,228,CCW – Concealed Carry 50 State,Workman Consulting,IOS Paid,https://www.appannie.com/apps/ios/app/ccw-concealed-carry-50-state/details/,Rank gainer,2020-06-29 18:54:27
118,139,Necrophonic,chris rogers,IOS Paid,https://www.appannie.com/apps/ios/app/necrophonic/details/,Rank gainer,2020-06-29 18:54:29
121,241,Kingdom Rush Vengeance,Ironhide,IOS Paid,https://www.appannie.com/apps/ios/app/kingdom-rush-vengeance/details/,Rank gainer,2020-06-29 18:54:30
123,317,The Room Two,Fireproof Games,IOS Paid,https://www.appannie.com/apps/ios/app/the-room-two/details/,Rank gainer,2020-06-29 18:54:32
129,170,Streaks,Crunchy Bagel,IOS Paid,https://www.appannie.com/apps/ios/app/streaks/details/,Rank gainer,2020-06-29 18:54:33
132,159,Paprika Recipe Manager 3,Hindsight,IOS Paid,https://www.appannie.com/apps/ios/app/paprika-rezept-manager-3/details/,Rank gainer,2020-06-29 18:54:35
135,152,Papa's Cupcakeria To Go!,Flipline,IOS Paid,https://www.appannie.com/apps/ios/app/papas-cupcakeria-to-go/details/,Rank gainer,2020-06-29 18:54:36
136,370,Pascal's Wager,Giant Network,IOS Paid,https://www.appannie.com/apps/ios/app/pascals-wager/details/,Rank gainer,2020-06-29 18:54:38
137,459,XCOM®: Enemy Within,2K Games,IOS Paid,https://www.appannie.com/apps/ios/app/xcom-enemy-within/details/,Rank gainer,2020-06-29 18:54:39
142,162,Amazing Frog?,FAYJU,IOS Paid,https://www.appannie.com/apps/ios/app/amazing-frog-3/details/,Rank gainer,2020-06-29 18:54:41
143,201,911 Operator,Games Operators,IOS Paid,https://www.appannie.com/apps/ios/app/911-operator-mobile/details/,Rank gainer,2020-06-29 18:54:42
144,262,Civilization Revolution 2,2K Games,IOS Paid,https://www.appannie.com/apps/ios/app/civilization-revolution-2/details/,Rank gainer,2020-06-29 18:54:44
145,345,Attack the Light,Cartoon Network,IOS Paid,https://www.appannie.com/apps/ios/app/attack-light-steven-universe/details/,Rank gainer,2020-06-29 18:54:45
146,184,INKHUNTER PRO Tattoos try on,"INKHUNTER, Inc.",IOS Paid,https://www.appannie.com/apps/ios/app/inkhunter-pro-tattoos-try-on/details/,Rank gainer,2020-06-29 18:54:46
147,225,LumaFusion,Luma Touch,IOS Paid,https://www.appannie.com/apps/ios/app/lumafusion/details/,Rank gainer,2020-06-29 18:54:48
149,190,Screen Mirroring+ App,2kit Consulting,IOS Paid,https://www.appannie.com/apps/ios/app/screen-mirroring-app/details/,Rank gainer,2020-06-29 18:54:49
150,325,Papa's Hot Doggeria To Go!,Flipline,IOS Paid,https://www.appannie.com/apps/ios/app/papas-hot-doggeria-to-go/details/,Rank gainer,2020-06-29 18:54:51
151,234,Zombieville USA 2,MikaMobile,IOS Paid,https://www.appannie.com/apps/ios/app/zombieville-usa-2/details/,Rank gainer,2020-06-29 18:54:52
152,230,Kingdom Rush Frontiers,Ironhide,IOS Paid,https://www.appannie.com/apps/ios/app/kingdom-rush-frontiers/details/,Rank gainer,2020-06-29 18:54:54
157,213,RFS - Real Flight Simulator,RORTOS,IOS Paid,https://www.appannie.com/apps/ios/app/rfs-real-flight-simulator/details/,Rank gainer,2020-06-29 18:54:55
160,181,Don't Starve: Pocket Edition,Klei Entertainment,IOS Paid,https://www.appannie.com/apps/ios/app/dont-starve-pocket-edition/details/,Rank gainer,2020-06-29 18:54:56
161,211,HeartWatch: Monitor Heart Rate,Tantsissa,IOS Paid,https://www.appannie.com/apps/ios/app/heartwatch-view-get-notified/details/,Rank gainer,2020-06-29 18:54:58
162,212,Camera+ 2,LateNiteSoft S.L.,IOS Paid,https://www.appannie.com/apps/ios/app/camera-2-2/details/,Rank gainer,2020-06-29 18:54:59
164,296,CARROT Weather,Grailr,IOS Paid,https://www.appannie.com/apps/ios/app/carrot-weather-talking-forecast/details/,Rank gainer,2020-06-29 18:55:01
165,246,Vector for iPhone,Nekki,IOS Paid,https://www.appannie.com/apps/ios/app/vector-for-iphone/details/,Rank gainer,2020-06-29 18:55:02
169,271,Cloud Baby Monitor,Martin Man,IOS Paid,https://www.appannie.com/apps/ios/app/cloud-baby-monitor-unlimited/details/,Rank gainer,2020-06-29 18:55:03
170,197,Papa's Taco Mia To Go!,Flipline,IOS Paid,https://www.appannie.com/apps/ios/app/papas-taco-mia-to-go/details/,Rank gainer,2020-06-29 18:55:05
174,231,LEGO Batman: DC Super Heroes,Warner Bros,IOS Paid,https://www.appannie.com/apps/ios/app/lego-batman-dc-super-heroes/details/,Rank gainer,2020-06-29 18:55:06
175,310,Things 3,Cultured Code,IOS Paid,https://www.appannie.com/apps/ios/app/things-3-2/details/,Rank gainer,2020-06-29 18:55:08
177,220,Football Manager 2020 Mobile,SEGA,IOS Paid,https://www.appannie.com/apps/ios/app/football-manager-2020-mobile/details/,Rank gainer,2020-06-29 18:55:09
178,223,Yellowstone Grand Teton GyPSy,GyPSy Guide,IOS Paid,https://www.appannie.com/apps/ios/app/1143635056/details/,Rank gainer,2020-06-29 18:55:11
184,235,Farming USA 2,Bowen Games,IOS Paid,https://www.appannie.com/apps/ios/app/farming-usa-2/details/,Rank gainer,2020-06-29 18:55:12
185,203,Video & TV Cast + Fire TV App,2kit Consulting,IOS Paid,https://www.appannie.com/apps/ios/app/1125003546/details/,Rank gainer,2020-06-29 18:55:13
188,209,Infinite Flight Simulator,Flying Development Studio,IOS Paid,https://www.appannie.com/apps/ios/app/infinite-flight-flight-simulator/details/,Rank gainer,2020-06-29 18:55:15
189,438,Kingdom Rush Origins,Ironhide,IOS Paid,https://www.appannie.com/apps/ios/app/kingdom-rush-origins/details/,Rank gainer,2020-06-29 18:55:16
190,257,AdBlock,FutureMind,IOS Paid,https://www.appannie.com/apps/ios/app/691121579/details/,Rank gainer,2020-06-29 18:55:18
195,239,Alto's Adventure,Snowman,IOS Paid,https://www.appannie.com/apps/ios/app/altos-adventure/details/,Rank gainer,2020-06-29 18:55:19
198,221,Danganronpa: Trigger Happy Hav,Spike Chunsoft,IOS Paid,https://www.appannie.com/apps/ios/app/danganronpa-trigger-happy-hav/details/,Rank gainer,2020-06-29 18:55:21
200,268,LiveATC Air Radio,LiveATC,IOS Paid,https://www.appannie.com/apps/ios/app/liveatc-air-radio/details/,Rank gainer,2020-06-29 18:55:22
207,396,Age of Civilizations II,Lukasz Jakowski Games,IOS Paid,https://www.appannie.com/apps/ios/app/age-of-civiliza-ii/details/,Rank gainer,2020-06-29 18:55:24
208,356,Surgeon Simulator,Bossa,IOS Paid,https://www.appannie.com/apps/ios/app/surgeon-simulator/details/,Rank gainer,2020-06-29 18:55:25
209,379,Glitché,Glitche Ltd.,IOS Paid,https://www.appannie.com/apps/ios/app/glitche/details/,Rank gainer,2020-06-29 18:55:26
210,322,TV Mirror+ for Chromecast,2kit Consulting,IOS Paid,https://www.appannie.com/apps/ios/app/screen-mirroring-chromecast/details/,Rank gainer,2020-06-29 18:55:28
211,292,Notability,GingerLabs,IOS Paid,https://www.appannie.com/apps/ios/app/notability/details/,Rank gainer,2020-06-29 18:55:29
213,253,Game Dev Tycoon,Greenheart Games,IOS Paid,https://www.appannie.com/apps/ios/app/game-dev-tycoon/details/,Rank gainer,2020-06-29 18:55:31
214,364,SimpleRockets 2,Jundroo,IOS Paid,https://www.appannie.com/apps/ios/app/simplerockets-2/details/,Rank gainer,2020-06-29 18:55:32
216,263,My Baby Beat: Hear Fetal Heart,Matis,IOS Paid,https://www.appannie.com/apps/ios/app/my-babys-beat-hear-baby-heartbeat/details/,Rank gainer,2020-06-29 18:55:34
217,256,Antistress - Relaxing games,JindoBlu,IOS Paid,https://www.appannie.com/apps/ios/app/antistress-relaxation-toys/details/,Rank gainer,2020-06-29 18:55:35
220,243,8mm Vintage Camera,Nexvio,IOS Paid,https://www.appannie.com/apps/ios/app/8mm-vintage-camera-2/details/,Rank gainer,2020-06-29 18:55:37
223,236,Boris and the Dark Survival,Joey Drew,IOS Paid,https://www.appannie.com/apps/ios/app/boris-and-the-dark-survival/details/,Rank gainer,2020-06-29 18:55:38
225,266,Construction Simulator 3,Astragon,IOS Paid,https://www.appannie.com/apps/ios/app/construction-simulator-3/details/,Rank gainer,2020-06-29 18:55:39
227,279,Survivalcraft 2,Candy Rufus,IOS Paid,https://www.appannie.com/apps/ios/app/survivalcraft-2-2/details/,Rank gainer,2020-06-29 18:55:41
232,381,WolframAlpha,Wolfram Alpha,IOS Paid,https://www.appannie.com/apps/ios/app/wolframalpha/details/,Rank gainer,2020-06-29 18:55:42
234,272,The White Door,LoyaltyGame,IOS Paid,https://www.appannie.com/apps/ios/app/the-white-door/details/,Rank gainer,2020-06-29 18:55:44
236,389,LIMBO,Playdead,IOS Paid,https://www.appannie.com/apps/ios/app/656951157/details/,Rank gainer,2020-06-29 18:55:45
237,300,NightCap Camera,interealtime,IOS Paid,https://www.appannie.com/apps/ios/app/nightcap-pro/details/,Rank gainer,2020-06-29 18:55:47
245,259,iOvilus,Digital Dowsing LLC,IOS Paid,https://www.appannie.com/apps/ios/app/iovilus/details/,Rank gainer,2020-06-29 18:55:48
246,311,Street Fighter IV CE,CAPCOM,IOS Paid,https://www.appannie.com/apps/ios/app/1239299402/details/,Rank gainer,2020-06-29 18:55:50
247,394,Camera for OBS Studio,Loft Labs Interactive Inc,IOS Paid,https://www.appannie.com/apps/ios/app/obs-studio-iphone-video-source/details/,Rank gainer,2020-06-29 18:55:51
249,265,LEGO® Marvel Super Heroes,Warner Bros,IOS Paid,https://www.appannie.com/apps/ios/app/lego-marvel-super-heroes-universe-in-peril/details/,Rank gainer,2020-06-29 18:55:52
253,269,The Golf Tracer,Swing by Swing,IOS Paid,https://www.appannie.com/apps/ios/app/the-golf-tracer/details/,Rank gainer,2020-06-29 18:55:54
255,280,e-Sword LT: Bible Study to Go,Rick Meyers,IOS Paid,https://www.appannie.com/apps/ios/app/e-sword-lt-bible-study-on-the-go/details/,Rank gainer,2020-06-29 18:55:55
259,382,20 Watch Games - Classic Pack,Le Thi Thanh Binh,IOS Paid,https://www.appannie.com/apps/ios/app/games-for-watch-7-in-1/details/,Rank gainer,2020-06-29 18:55:57
260,349,3D Fish Feeding and Grow,M Usman Rasheed,IOS Paid,https://www.appannie.com/apps/ios/app/explore-fish-feeding-and-grow/details/,Rank gainer,2020-06-29 18:55:58
261,369,Pixelmator,Pixelmator Team,IOS Paid,https://www.appannie.com/apps/ios/app/pixelmator/details/,Rank gainer,2020-06-29 18:55:59
265,388,GTA: Liberty City Stories,Rockstar Games,IOS Paid,https://www.appannie.com/apps/ios/app/1061802598/details/,Rank gainer,2020-06-29 18:56:01
266,353,STAmina Apnea Trainer,"Squarecrowd Apps, LLC",IOS Paid,https://www.appannie.com/apps/ios/app/stamina-apnea-trainer/details/,Rank gainer,2020-06-29 18:56:02
267,367,Kitty Powers' Matchmaker,Magic Notion,IOS Paid,https://www.appannie.com/apps/ios/app/kitty-powers-matchmaker/details/,Rank gainer,2020-06-29 18:56:04
268,420,Max Payne Mobile,Rockstar Games,IOS Paid,https://www.appannie.com/apps/ios/app/max-payne-mobile/details/,Rank gainer,2020-06-29 18:56:05
270,324,Ms. PAC-MAN,BANDAI NAMCO Entertainment,IOS Paid,https://www.appannie.com/apps/ios/app/ms-pac-man/details/,Rank gainer,2020-06-29 18:56:07
272,479,MIYAMOTO,HIDEKI HANIDA,IOS Paid,https://www.appannie.com/apps/ios/app/miyamoto/details/,Rank gainer,2020-06-29 18:56:08
275,288,Monument Valley 2,ustwo,IOS Paid,https://www.appannie.com/apps/ios/app/1187265767/details/,Rank gainer,2020-06-29 18:56:09
278,297,LEGO® Ninjago™: Shadow of Ronin™,Warner Bros,IOS Paid,https://www.appannie.com/apps/ios/app/1039141908/details/,Rank gainer,2020-06-29 18:56:11
281,321,Tubesnake,Viktor Hesselbom,IOS Paid,https://www.appannie.com/apps/ios/app/tubesnake/details/,Rank gainer,2020-06-29 18:56:12
284,304,ROME: Total War,Feral Interactive,IOS Paid,https://www.appannie.com/apps/ios/app/rome-total-war/details/,Rank gainer,2020-06-29 18:56:14
285,335,Nexomon,LIME TURTLE,IOS Paid,https://www.appannie.com/apps/ios/app/nexomon/details/,Rank gainer,2020-06-29 18:56:15
287,371,SimplePlanes,Jundroo,IOS Paid,https://www.appannie.com/apps/ios/app/simpleplanes/details/,Rank gainer,2020-06-29 18:56:16
288,327,Sporcle,Sporcle,IOS Paid,https://www.appannie.com/apps/ios/app/sporcle/details/,Rank gainer,2020-06-29 18:56:18
289,336,Ultimate Lion Simulator 2,Gluten Free Games,IOS Paid,https://www.appannie.com/apps/ios/app/ultimate-lion-simulator-2/details/,Rank gainer,2020-06-29 18:56:19
293,326,LaCuerda [PRO],LaCuerda,IOS Paid,https://www.appannie.com/apps/ios/app/lacuerda-pro/details/,Rank gainer,2020-06-29 18:56:21
294,477,Skin Tanner,"Innovative Software Solutions, LLC",IOS Paid,https://www.appannie.com/apps/ios/app/skin-tanner-get-perfectly/details/,Rank gainer,2020-06-29 18:56:22
295,318,NeuralCam NightMode,Halcyon Products,IOS Paid,https://www.appannie.com/apps/ios/app/neuralcam-night-photo/details/,Rank gainer,2020-06-29 18:56:23
296,425,EasyMSR,Deftun,IOS Paid,https://www.appannie.com/apps/ios/app/easymsr/details/,Rank gainer,2020-06-29 18:56:25
297,402,FINAL FANTASY VII,SQUARE ENIX,IOS Paid,https://www.appannie.com/apps/ios/app/final-fantasy-vii/details/,Rank gainer,2020-06-29 18:56:26
298,350,Mirror for LG Smart TV,AirBeamTV BV,IOS Paid,https://www.appannie.com/apps/ios/app/mirror-for-lg-tv/details/,Rank gainer,2020-06-29 18:56:28
299,341,Aerofly FS 2020,IPACS,IOS Paid,https://www.appannie.com/apps/ios/app/aerofly-fs-2020/details/,Rank gainer,2020-06-29 18:56:29
300,421,Monogram It!,Firelit Studios,IOS Paid,https://www.appannie.com/apps/ios/app/monogram-it-custom-wallpapers/details/,Rank gainer,2020-06-29 18:56:30
304,316,Tarot!,Fool s Dog,IOS Paid,https://www.appannie.com/apps/ios/app/tarot/details/,Rank gainer,2020-06-29 18:56:32
306,410,Castle of Illusion,Disney,IOS Paid,https://www.appannie.com/apps/ios/app/castle-illusion-starring-mickey/details/,Rank gainer,2020-06-29 18:56:33
309,338,Boating USA,Navionics,IOS Paid,https://www.appannie.com/apps/ios/app/boating-usa/details/,Rank gainer,2020-06-29 18:56:35
311,499,Strelok Pro,Igor Borisov,IOS Paid,https://www.appannie.com/apps/ios/app/strelok-pro/details/,Rank gainer,2020-06-29 18:56:36
314,357,USFS & BLM Campgrounds,William Modesitt,IOS Paid,https://www.appannie.com/apps/ios/app/usfs-and-blm-campgrounds/details/,Rank gainer,2020-06-29 18:56:38
